video_id,fps,scene_type,dataset
000113,60,Social,fairplay
000114,60,Social,fairplay
000115,60,Social,fairplay
000116,60,Social,fairplay
000117,60,Social,fairplay
000118,60,Social,fairplay
000119,60,Social,fairplay
000120,60,Social,fairplay
000121,60,Social,fairplay
000122,60,Social,fairplay
000123,60,Social,fairplay
000124,60,Social,fairplay
000125,60,Social,fairplay
000126,60,Social,fairplay
000127,60,Social,fairplay
000128,60,Social,fairplay
000129,60,Social,fairplay
000130,60,Social,fairplay
000131,60,Social,fairplay
000132,60,Social,fairplay
000133,60,Social,fairplay
000134,60,Social,fairplay
000135,60,Social,fairplay
000136,60,Social,fairplay
000137,60,Social,fairplay
000138,60,Social,fairplay
000139,60,Social,fairplay
000140,60,Social,fairplay
000141,60,Social,fairplay
000142,60,Social,fairplay
000143,60,Social,fairplay
000144,60,Social,fairplay
000145,60,Social,fairplay
000146,60,Social,fairplay
000147,60,Social,fairplay
000148,60,Social,fairplay
000149,60,Social,fairplay
000150,60,Social,fairplay
000151,60,Social,fairplay
000152,60,Social,fairplay
000153,60,Social,fairplay
000154,60,Social,fairplay
000155,60,Social,fairplay
000156,60,Social,fairplay
000157,60,Social,fairplay
000158,60,Social,fairplay
000159,60,Social,fairplay
000160,60,Social,fairplay
000161,60,Social,fairplay
000162,60,Social,fairplay
000163,60,Social,fairplay
000164,60,Social,fairplay
000165,60,Social,fairplay
000166,60,Social,fairplay
000167,60,Social,fairplay
000168,60,Social,fairplay
000169,60,Social,fairplay
000170,60,Social,fairplay
000171,60,Social,fairplay
000172,60,Social,fairplay
000173,60,Social,fairplay
000174,60,Social,fairplay
000175,60,Social,fairplay
000176,60,Social,fairplay
000177,60,Social,fairplay
000178,60,Social,fairplay
000179,60,Social,fairplay
000180,60,Social,fairplay
000181,60,Social,fairplay
000182,60,Social,fairplay
000183,60,Social,fairplay
000184,60,Social,fairplay
000185,60,Social,fairplay
000186,60,Social,fairplay
000187,60,Social,fairplay
000188,60,Social,fairplay
000189,60,Social,fairplay
000190,60,Social,fairplay
000191,60,Social,fairplay
000192,60,Social,fairplay
000193,60,Social,fairplay
000194,60,Social,fairplay
000195,60,Social,fairplay
000196,60,Social,fairplay
000197,60,Social,fairplay
000198,60,Social,fairplay
000199,60,Social,fairplay
000200,60,Social,fairplay
000201,60,Social,fairplay
000202,60,Social,fairplay
000203,60,Social,fairplay
000204,60,Social,fairplay
000205,60,Social,fairplay
000206,60,Social,fairplay
000207,60,Social,fairplay
000208,60,Social,fairplay
000209,60,Social,fairplay
000210,60,Social,fairplay
000211,60,Social,fairplay
000212,60,Social,fairplay
000213,60,Social,fairplay
000214,60,Social,fairplay
000215,60,Social,fairplay
000216,60,Social,fairplay
000217,60,Social,fairplay
000218,60,Social,fairplay
000219,60,Social,fairplay
000220,60,Social,fairplay
000221,60,Social,fairplay
000222,60,Social,fairplay
000223,60,Social,fairplay
000224,60,Social,fairplay
000225,60,Social,fairplay
000226,60,Social,fairplay
000227,60,Social,fairplay
000228,60,Social,fairplay
000229,60,Social,fairplay
000230,60,Social,fairplay
000231,60,Social,fairplay
000232,60,Social,fairplay
000233,60,Social,fairplay
000234,60,Social,fairplay
000235,60,Social,fairplay
000236,60,Social,fairplay
000237,60,Social,fairplay
000238,60,Social,fairplay
000239,60,Social,fairplay
000240,60,Social,fairplay
000241,60,Social,fairplay
000242,60,Social,fairplay
000243,60,Social,fairplay
000244,60,Social,fairplay
000245,60,Social,fairplay
000246,60,Social,fairplay
000247,60,Social,fairplay
000248,60,Social,fairplay
000249,60,Social,fairplay
000250,60,Social,fairplay
000251,60,Social,fairplay
000252,60,Social,fairplay
000253,60,Social,fairplay
000254,60,Social,fairplay
000255,60,Social,fairplay
000256,60,Social,fairplay
000257,60,Social,fairplay
000258,60,Social,fairplay
000259,60,Social,fairplay
000260,60,Social,fairplay
000261,60,Social,fairplay
000262,60,Social,fairplay
000263,60,Social,fairplay
000264,60,Social,fairplay
000265,60,Social,fairplay
000266,60,Social,fairplay
000267,60,Social,fairplay
000268,60,Social,fairplay
000269,60,Social,fairplay
000270,60,Social,fairplay
000271,60,Social,fairplay
000272,60,Social,fairplay
000273,60,Social,fairplay
000274,60,Social,fairplay
000275,60,Social,fairplay
000276,60,Social,fairplay
000277,60,Social,fairplay
000278,60,Social,fairplay
000279,60,Social,fairplay
000280,60,Social,fairplay
000281,60,Social,fairplay
000282,60,Social,fairplay
000283,60,Social,fairplay
000284,60,Social,fairplay
000285,60,Social,fairplay
000286,60,Social,fairplay
000287,60,Social,fairplay
000288,60,Social,fairplay
000289,60,Social,fairplay
000290,60,Social,fairplay
000291,60,Social,fairplay
000292,60,Social,fairplay
000293,60,Social,fairplay
000294,60,Social,fairplay
000295,60,Social,fairplay
000296,60,Social,fairplay
000297,60,Social,fairplay
000298,60,Social,fairplay
000299,60,Social,fairplay
000300,60,Social,fairplay
000301,60,Social,fairplay
000302,60,Social,fairplay
000303,60,Social,fairplay
000304,60,Social,fairplay
000305,60,Social,fairplay
000306,60,Social,fairplay
000307,60,Social,fairplay
000308,60,Social,fairplay
000309,60,Social,fairplay
000310,60,Social,fairplay
000311,60,Social,fairplay
000312,60,Social,fairplay
000313,60,Social,fairplay
000314,60,Social,fairplay
000315,60,Social,fairplay
000316,60,Social,fairplay
000317,60,Social,fairplay
000318,60,Social,fairplay
000319,60,Social,fairplay
000320,60,Social,fairplay
000321,60,Social,fairplay
000322,60,Social,fairplay
000323,60,Social,fairplay
000324,60,Social,fairplay
000325,60,Social,fairplay
000326,60,Social,fairplay
000327,60,Social,fairplay
000328,60,Social,fairplay
000329,60,Social,fairplay
000330,60,Social,fairplay
000331,60,Social,fairplay
000332,60,Social,fairplay
000333,60,Social,fairplay
000334,60,Social,fairplay
000335,60,Social,fairplay
000336,60,Social,fairplay
000337,60,Social,fairplay
000338,60,Social,fairplay
000339,60,Social,fairplay
000340,60,Social,fairplay
000341,60,Social,fairplay
000342,60,Social,fairplay
000343,60,Social,fairplay
000344,60,Social,fairplay
000345,60,Social,fairplay
000346,60,Social,fairplay
000347,60,Social,fairplay
000348,60,Social,fairplay
000349,60,Social,fairplay
000350,60,Social,fairplay
000351,60,Social,fairplay
000352,60,Social,fairplay
000353,60,Social,fairplay
000354,60,Social,fairplay
000355,60,Social,fairplay
000356,60,Social,fairplay
000357,60,Social,fairplay
000358,60,Social,fairplay
000359,60,Social,fairplay
000360,60,Social,fairplay
000361,60,Social,fairplay
000362,60,Social,fairplay
000363,60,Social,fairplay
000364,60,Social,fairplay
000365,60,Social,fairplay
000366,60,Social,fairplay
000367,60,Social,fairplay
000368,60,Social,fairplay
000369,60,Social,fairplay
000370,60,Social,fairplay
000371,60,Social,fairplay
000372,60,Social,fairplay
000373,60,Social,fairplay
000374,60,Social,fairplay
000375,60,Social,fairplay
000376,60,Social,fairplay
000377,60,Social,fairplay
000378,60,Social,fairplay
000379,60,Social,fairplay
000380,60,Social,fairplay
000381,60,Social,fairplay
000382,60,Social,fairplay
000383,60,Social,fairplay
000384,60,Social,fairplay
000385,60,Social,fairplay
000386,60,Social,fairplay
000387,60,Social,fairplay
000388,60,Social,fairplay
000389,60,Social,fairplay
000390,60,Social,fairplay
000391,60,Social,fairplay
000392,60,Social,fairplay
000393,60,Social,fairplay
000394,60,Social,fairplay
000395,60,Social,fairplay
000396,60,Social,fairplay
000397,60,Social,fairplay
000398,60,Social,fairplay
000399,60,Social,fairplay
000400,60,Social,fairplay
000401,60,Social,fairplay
000402,60,Social,fairplay
000403,60,Social,fairplay
000404,60,Social,fairplay
000405,60,Social,fairplay
000406,60,Social,fairplay
000407,60,Social,fairplay
000408,60,Social,fairplay
000409,60,Social,fairplay
000410,60,Social,fairplay
000411,60,Social,fairplay
000412,60,Social,fairplay
000413,60,Social,fairplay
000414,60,Social,fairplay
000415,60,Social,fairplay
000416,60,Social,fairplay
000417,60,Social,fairplay
000418,60,Social,fairplay
000419,60,Social,fairplay
000420,60,Social,fairplay
000421,60,Social,fairplay
000422,60,Social,fairplay
000423,60,Social,fairplay
000424,60,Social,fairplay
000425,60,Social,fairplay
000426,60,Social,fairplay
000427,60,Social,fairplay
000428,60,Social,fairplay
000429,60,Social,fairplay
000430,60,Social,fairplay
000431,60,Social,fairplay
000432,60,Social,fairplay
000433,60,Social,fairplay
000434,60,Social,fairplay
000435,60,Social,fairplay
000436,60,Social,fairplay
000437,60,Social,fairplay
000438,60,Social,fairplay
000439,60,Social,fairplay
000440,60,Social,fairplay
000441,60,Social,fairplay
000442,60,Social,fairplay
000443,60,Social,fairplay
000444,60,Social,fairplay
000445,60,Social,fairplay
000446,60,Social,fairplay
000447,60,Social,fairplay
000448,60,Social,fairplay
000449,60,Social,fairplay
000450,60,Social,fairplay
000451,60,Social,fairplay
000452,60,Social,fairplay
000453,60,Social,fairplay
000454,60,Social,fairplay
000455,60,Social,fairplay
000456,60,Social,fairplay
000457,60,Social,fairplay
000458,60,Social,fairplay
000459,60,Social,fairplay
000460,60,Social,fairplay
000461,60,Social,fairplay
000462,60,Social,fairplay
000463,60,Social,fairplay
000464,60,Social,fairplay
000465,60,Social,fairplay
000466,60,Social,fairplay
000467,60,Social,fairplay
000468,60,Social,fairplay
000469,60,Social,fairplay
000470,60,Social,fairplay
000471,60,Social,fairplay
000472,60,Social,fairplay
000473,60,Social,fairplay
000474,60,Social,fairplay
000475,60,Social,fairplay
000476,60,Social,fairplay
000477,60,Social,fairplay
000478,60,Social,fairplay
000479,60,Social,fairplay
000480,60,Social,fairplay
000481,60,Social,fairplay
000482,60,Social,fairplay
000483,60,Social,fairplay
000484,60,Social,fairplay
000485,60,Social,fairplay
000486,60,Social,fairplay
000487,60,Social,fairplay
000488,60,Social,fairplay
000489,60,Social,fairplay
000490,60,Social,fairplay
000491,60,Social,fairplay
000492,60,Social,fairplay
000493,60,Social,fairplay
000494,60,Social,fairplay
000495,60,Social,fairplay
000496,60,Social,fairplay
000497,60,Social,fairplay
000498,60,Social,fairplay
000499,60,Social,fairplay
000500,60,Social,fairplay
000501,60,Social,fairplay
